Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,169.169998,169.580002,167.979996,168.399994,162.946793,21434100
2019-02-12,169.630005,171.139999,169.330002,170.889999,165.356186,29722100
2019-02-13,171.649994,172.160004,170.820007,171.009995,165.472305,26094100
2019-02-14,170.399994,171.830002,169.830002,171.220001,165.675476,30326800
2019-02-15,172.520004,172.559998,171.139999,171.940002,166.372147,32521700
2019-02-19,171.410004,172.800003,171.380005,172.279999,166.701157,19487700
2019-02-20,172.399994,173.080002,171.320007,172.250000,166.672134,32593000
2019-02-21,171.789993,172.259995,170.710007,171.619995,166.062500,25207400
2019-02-22,171.990005,173.009995,171.899994,172.889999,167.291397,27735400
2019-02-25,174.210007,174.660004,173.399994,173.520004,167.900986,32608800
2019-02-26,173.100006,174.250000,172.809998,173.699997,168.075165,21939700
2019-02-27,172.899994,173.800003,171.759995,173.589996,167.968735,25162000
2019-02-28,173.050003,173.809998,172.699997,173.190002,167.581665,25085500
2019-03-01,174.440002,174.649994,173.179993,174.389999,168.742813,31431200
2019-03-04,175.539993,175.789993,172.470001,174.419998,168.771835,38063500
2019-03-05,174.550003,175.089996,173.690002,174.550003,168.897675,22319900
2019-03-06,174.720001,174.750000,173.279999,173.559998,167.939697,27194600
2019-03-07,173.119995,173.179993,170.789993,171.429993,165.878647,39407400
2019-03-08,169.509995,171.259995,169.339996,171.169998,165.627090,39303200
2019-03-11,171.880005,174.850006,171.850006,174.729996,169.071838,30518400
2019-03-12,175.190002,176.139999,174.770004,175.690002,170.000717,33953500
2019-03-13,176.600006,177.929993,176.350006,177.009995,171.278000,42426100
2019-03-14,177.130005,177.339996,176.660004,176.710007,170.987717,23751500
2019-03-15,177.399994,178.880005,177.279999,178.350006,172.574600,38192000
2019-03-18,177.949997,178.990005,177.589996,178.449997,172.985565,32935100
2019-03-19,179.179993,180.000000,178.289993,179.050003,173.567230,36893300
2019-03-20,179.059998,180.860001,178.240005,179.759995,174.255447,50105000
2019-03-21,179.220001,182.830002,179.199997,182.570007,176.979416,42428500
2019-03-22,181.779999,182.270004,178.369995,178.559998,173.092194,70794500
2019-03-25,177.910004,178.839996,176.929993,178.220001,172.762665,46336500
2019-03-26,179.600006,180.690002,178.139999,179.050003,173.567230,33248100
2019-03-27,179.320007,179.720001,176.600006,177.899994,172.452438,37096700
2019-03-28,178.360001,178.979996,177.240005,178.309998,172.849899,30368200
2019-03-29,179.690002,179.830002,178.589996,179.660004,174.158569,35205500
2019-04-01,181.509995,182.259995,180.770004,182.039993,176.465652,30969500
2019-04-02,182.240005,182.910004,181.779999,182.729996,177.134506,22645200
2019-04-03,183.759995,184.919998,183.210007,183.779999,178.152390,31633500
2019-04-04,183.830002,184.500000,182.649994,183.710007,178.084503,28530800
2019-04-05,184.240005,184.770004,184.020004,184.660004,179.005447,25674700
2019-04-08,184.360001,185.279999,183.630005,185.130005,179.461060,22697500
2019-04-09,184.500000,185.110001,184.089996,184.479996,178.830933,25631900
2019-04-10,184.720001,185.529999,184.520004,185.470001,179.790665,24563000
2019-04-11,185.779999,185.779999,184.690002,185.029999,179.364120,20654100
2019-04-12,185.850006,185.949997,185.059998,185.830002,180.139603,24989100
2019-04-15,185.839996,186.070007,184.619995,185.860001,180.168671,21073000
2019-04-16,186.539993,186.910004,185.929993,186.500000,180.789108,27195700
2019-04-17,187.750000,187.929993,186.600006,187.149994,181.419174,29651600
2019-04-18,187.460007,187.789993,186.289993,187.389999,181.651840,28580900
2019-04-22,186.570007,187.990005,186.429993,187.919998,182.165604,17936000
2019-04-23,188.399994,190.539993,188.130005,190.309998,184.482391,33665600
2019-04-24,190.470001,190.710007,189.649994,189.710007,183.900818,24977100
2019-04-25,191.130005,191.220001,189.449997,190.479996,184.647217,29517500
2019-04-26,190.179993,190.690002,188.589996,190.649994,184.812012,26359500
2019-04-29,190.649994,191.320007,190.339996,191.020004,185.170715,21716200
2019-04-30,189.479996,189.850006,188.210007,189.539993,183.736008,31495300
2019-05-01,190.779999,191.320007,188.800003,188.929993,183.144699,34797100
2019-05-02,188.869995,189.850006,186.869995,188.110001,182.349777,44110100
2019-05-03,189.669998,191.250000,189.330002,191.110001,185.257874,30386200
2019-05-06,187.050003,190.199997,186.759995,189.940002,184.123749,38371800
2019-05-07,187.869995,188.669998,184.509995,186.240005,180.537079,58818100
2019-05-08,185.630005,187.169998,184.960007,185.770004,180.081451,37165300
2019-05-09,183.699997,185.410004,182.089996,184.770004,179.112076,55351700
2019-05-10,184.110001,185.889999,181.029999,185.000000,179.335007,58526400
2019-05-13,180.289993,181.259995,178.059998,178.580002,173.111633,67185800
2019-05-14,179.520004,181.630005,178.860001,180.539993,175.011597,43360600
2019-05-15,179.350006,183.550003,179.309998,183.089996,177.483475,40944500
2019-05-16,183.169998,186.070007,182.949997,184.929993,179.267136,39281200
2019-05-17,183.100006,185.580002,182.880005,183.039993,177.435043,44702300
2019-05-20,180.490005,181.179993,179.339996,179.949997,174.439667,38608300
2019-05-21,181.500000,182.330002,180.919998,181.830002,176.262085,31613800
2019-05-22,180.820007,182.070007,180.750000,181.020004,175.476913,24332600
2019-05-23,178.940002,179.020004,177.139999,178.250000,172.791748,45351300
2019-05-24,179.210007,179.850006,177.940002,178.160004,172.704468,25903300
2019-05-28,178.660004,179.660004,177.470001,177.490005,172.054962,24763800
2019-05-29,176.389999,177.000000,175.089996,176.029999,170.639709,42178800
2019-05-30,176.500000,177.270004,175.770004,176.770004,171.357040,30354800
2019-05-31,174.690002,175.289993,173.869995,173.949997,168.623398,45446200
2019-06-03,173.479996,173.949997,169.270004,170.119995,164.910675,75842300
2019-06-04,172.029999,174.970001,171.369995,174.910004,169.553986,47797800
2019-06-05,176.580002,176.610001,174.380005,176.210007,170.814163,34412700
2019-06-06,176.509995,178.039993,175.729996,177.610001,172.171326,29913200
2019-06-07,178.559998,181.770004,178.330002,181.039993,175.496246,45888300
2019-06-10,182.250000,184.850006,182.210007,183.149994,177.541656,41385300
2019-06-11,185.059998,185.399994,182.779999,183.399994,177.783997,41260300
2019-06-12,182.899994,183.279999,182.000000,182.339996,176.756500,27758100
2019-06-13,183.100006,183.869995,182.740005,183.419998,177.803421,23715800
2019-06-14,182.479996,183.110001,181.940002,182.639999,177.047272,22844100
2019-06-17,183.039993,184.250000,182.839996,183.740005,178.113617,20379500
2019-06-18,185.910004,187.720001,185.429993,186.410004,180.701859,48177300
2019-06-19,186.660004,187.529999,185.570007,187.110001,181.380417,31672900
2019-06-20,189.720001,189.759995,187.160004,188.850006,183.067139,40922000
2019-06-21,188.630005,189.770004,188.169998,188.570007,182.795715,39980400
2019-06-24,188.529999,188.720001,188.059998,188.160004,182.801590,19375200
2019-06-25,188.029999,188.139999,184.649994,184.929993,179.663498,33921100
2019-06-26,186.160004,187.330002,185.490005,185.789993,180.499008,22595700
2019-06-27,186.460007,186.940002,185.990005,186.500000,181.188843,19709200
2019-06-28,186.949997,187.149994,186.070007,186.740005,181.421997,21179200
2019-07-01,190.320007,190.570007,188.380005,189.259995,183.870209,31025600
2019-07-02,189.199997,190.029999,188.660004,190.009995,184.598816,18035800
2019-07-03,190.490005,191.440002,190.289993,191.440002,185.988113,15792100
2019-07-05,190.130005,191.399994,189.389999,191.050003,185.609253,21415600
2019-07-08,189.809998,189.869995,188.929993,189.710007,184.307404,17598800
2019-07-09,188.809998,190.899994,188.649994,190.660004,185.230347,19193500
2019-07-10,191.820007,193.089996,191.470001,192.559998,187.076248,28374500
2019-07-11,192.850006,193.339996,191.809998,192.419998,186.940216,23736100
2019-07-12,192.630005,193.539993,192.449997,193.529999,188.018631,20211900
2019-07-15,193.979996,194.190002,193.440002,194.149994,188.620956,15606100
2019-07-16,193.910004,194.089996,192.559998,193.149994,187.649399,20190900
2019-07-17,193.149994,193.490005,192.179993,192.199997,186.726517,16765100
2019-07-18,191.289993,192.789993,190.690002,192.419998,186.940216,28877000
2019-07-19,193.740005,193.830002,190.809998,191.009995,185.570358,29387900
2019-07-22,191.440002,192.940002,191.440002,192.529999,187.047073,18954900
2019-07-23,193.580002,193.809998,192.289993,193.789993,188.271194,23786700
2019-07-24,193.050003,195.160004,193.029999,195.149994,189.592453,20422900
2019-07-25,194.490005,194.520004,192.929993,193.300003,187.795166,23434700
2019-07-26,194.529999,195.550003,194.429993,195.289993,189.728485,20431200
2019-07-29,195.110001,195.179993,193.389999,194.619995,189.077560,20451700
2019-07-30,193.130005,194.539993,192.990005,193.779999,188.261490,18705000
2019-07-31,194.300003,194.429993,189.320007,191.100006,185.657822,41627500
2019-08-01,191.429993,194.979996,189.229996,190.149994,184.734863,63251600
2019-08-02,188.720001,188.990005,186.210007,187.350006,182.014587,55214000
2019-08-05,183.429993,183.509995,179.199997,180.729996,175.583099,75040000
2019-08-06,182.399994,183.800003,181.070007,183.259995,178.041092,41897200
2019-08-07,181.270004,184.509995,179.889999,184.250000,179.002914,49990600
2019-08-08,185.080002,188.320007,184.570007,188.259995,182.898712,38418100
2019-08-09,187.360001,188.000000,185.029999,186.490005,181.179108,33608900
2019-08-12,185.339996,185.899994,183.500000,184.350006,179.100052,24642900
2019-08-13,184.190002,189.679993,184.020004,188.389999,183.024994,40241900
2019-08-14,185.360001,185.949997,182.419998,182.759995,177.555313,51000500
2019-08-15,183.000000,183.589996,181.160004,182.550003,177.351303,36685000
2019-08-16,184.210007,185.949997,184.100006,185.479996,180.197861,32781400
2019-08-19,188.160004,188.830002,187.500000,188.429993,183.063843,22494100
2019-08-20,187.960007,188.639999,186.919998,186.970001,181.645416,19902900
