,ticker,address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,fax
1,D,120 Tredegar Street,Richmond,VA,23219,United States,804 819 2284,https://www.dominionenergy.com,Utilities - Regulated Electric,utilities-regulated-electric,Utilities - Regulated Electric,Utilities,utilities,Utilities,"Dominion Energy, Inc. produces and distributes energy in the United States. It operates through three operating segments: Dominion Energy Virginia, Dominion Energy South Carolina, and Contracted Energy. The Dominion Energy Virginia segment generates, transmits, and distributes regulated electricity to approximately 2.8 million residential, commercial, industrial, and governmental customers in Virginia and North Carolina. The Dominion Energy South Carolina segment generates, transmits, and distributes electricity to approximately 0.8 million customers in the central, southern, and southwestern portions of South Carolina; and distributes natural gas to approximately 0.4 million residential, commercial, and industrial customers in South Carolina. The Contracted Energy segment is involved in the nonregulated long-term contracted renewable electric generation and renewable natural gas facility. As of December 31, 2023, the company's portfolio of assets included approximately 29.5 gigawatt of electric generating capacity; 10,600 miles of electric transmission lines; 79,300 miles of electric distribution lines; and 94,800 miles of gas distribution mains and related service facilities. The company was formerly known as Dominion Resources, Inc. Dominion Energy, Inc. was incorporated in 1983 and is headquartered in Richmond, Virginia.",17700,"{'maxAge': 1, 'name': 'Mr. Robert M. Blue', 'age': 55, 'title': 'President, CEO & Chairman of the Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3464842, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1709078400,1672444800,86400,2,47.6825,48.0,47.44,48.22,47.6825,48.0,47.44,48.22,2.67,0.0552,1709164800,1.0766001,4.38,0.606,19.350807,14.114706,3856695,3856695,5288773,6375400,6375400,47.92,47.93,800,800,40188891136,39.18,58.69,2.7922525,46.4262,47.80575,2.67,0.05599539,USD,87212384256,0.13854,835684626,837443008,11939623,8967630,1705017600,1707955200,0.014199999,0.0012899999,0.74469,2.67,0.0143,837443008,30.723,1.562022,1703980800,1735603200,1703980800,-0.175,2076000000,2.48,3.4,-2.99,2:1,1195516800,6.059,12.076,-0.120749235,0.27337718,0.668,1701302400,NYQ,EQUITY,D,D,"Dominion Energy, Inc.","Dominion Energy, Inc.",322151400,America/New_York,EST,f623e75a-f30e-32bb-973d-6df5b50bb7b5,finmb_267105,-18000000,47.99,61.0,40.0,49.86,49.0,2.8,hold,14,184000000,0.22,7222000128,45122998272,0.11,1.037,14392999936,163.911,17.208,0.023929998,0.07817,-14229499904,6572000256,-0.207,-0.071,0.48343,0.50176996,0.24052,USD,,
