Date,Adj Close_AAPL,Adj Close_AMZN,Adj Close_GOOG,Adj Close_MSFT,Close_AAPL,Close_AMZN,Close_GOOG,Close_MSFT,High_AAPL,High_AMZN,High_GOOG,High_MSFT,Low_AAPL,Low_AMZN,Low_GOOG,Low_MSFT,Open_AAPL,Open_AMZN,Open_GOOG,Open_MSFT,Volume_AAPL,Volume_AMZN,Volume_GOOG,Volume_MSFT,Daily Returns_AAPL,Daily Returns_MSFT,Daily Returns_GOOG,Daily Returns_AMZN,Portfolio Daily Returns,Portfolio Cumulative Returns,Portfolio Value
2017-01-18,27.917125701904297,40.374000549316406,40.30350112915039,57.06569290161133,29.997499465942383,40.374000549316406,40.30350112915039,62.5,30.125,40.58649826049805,40.31024932861328,62.70000076293945,29.927499771118164,40.2135009765625,40.04949951171875,62.119998931884766,30.0,40.474998474121094,40.29050064086914,62.66999816894531,94852000,47084000,25888000,19670100,-8.334566439271995e-05,-0.0004795342377557077,0.0018145899976711455,-0.002766376316502117,-0.0003786665552448498,1.0319838968848094,10319838.968848094
2017-01-19,27.868268966674805,40.45199966430664,40.10874938964844,56.883079528808594,29.94499969482422,40.45199966430664,40.10874938964844,62.29999923706055,30.022499084472656,40.675498962402344,40.4739990234375,62.97999954223633,29.842500686645508,40.36600112915039,40.09000015258789,62.20000076293945,29.850000381469727,40.5,40.25600051879883,62.2400016784668,102389200,50816000,18386000,18451700,-0.001750063231837684,-0.0032000552962282436,-0.0048321295680462395,0.001931914448134897,-0.0019625834119943175,1.029958542407338,10299585.424073381
2017-01-20,27.919452667236328,40.416500091552734,40.250999450683594,57.28483200073242,30.0,40.416500091552734,40.250999450683594,62.7400016784668,30.112499237060547,40.80099868774414,40.34550094604492,62.81999969482422,29.9325008392334,40.3129997253418,40.08449935913086,62.369998931884766,30.112499237060547,40.763999938964844,40.34550094604492,62.66999816894531,130391600,67524000,33400000,30213500,0.0018366300620511478,0.007062776404719084,0.0035466092361351453,-0.0008775727540912825,0.0028921107372035237,1.0329372965667087,10329372.965667088
2017-01-23,27.938068389892578,40.89400100708008,40.96549987792969,57.485679626464844,30.020000457763672,40.89400100708008,40.96549987792969,62.959999084472656,30.202499389648438,40.92499923706055,41.04349899291992,63.119998931884766,29.9424991607666,40.25400161743164,40.1870002746582,62.56999969482422,30.0,40.34000015258789,40.36249923706055,62.70000076293945,88200800,55950000,39272000,23097600,0.0006667653151415376,0.0035061222791026303,0.017751122630421,0.011814504334756615,0.008434628639855446,1.0416497390715054,10416497.390715053
2017-01-24,27.9124755859375,41.12200164794922,41.19350051879883,57.996986389160156,29.99250030517578,41.12200164794922,41.19350051879883,63.52000045776367,30.024999618530273,41.199501037597656,41.29499816894531,63.7400016784668,29.875,40.724998474121094,40.891048431396484,62.939998626708984,29.887500762939453,41.099998474121094,41.1150016784668,63.20000076293945,92844000,59434000,29480000,24672900,-0.0009160548824606041,0.008894506701803362,0.005565674568809076,0.005575405566935476,0.0047798829887718275,1.0466287029395518,10466287.029395519
2017-01-25,28.356861114501953,41.82600021362305,41.78350067138672,58.14308166503906,30.469999313354492,41.82600021362305,41.78350067138672,63.68000030517578,30.524999618530273,41.87099838256836,41.78850173950195,64.0999984741211,30.06999969482422,41.26449966430664,41.25299835205078,63.45000076293945,30.104999542236328,41.28950119018555,41.48099899291992,63.95000076293945,129510400,78452000,29890000,23672700,0.015920677734093225,0.0025190149518907745,0.014322651514372842,0.017119754327643122,0.01247052463199999,1.0596807119601177,10596807.119601177
2017-01-26,28.37081527709961,41.95750045776367,41.60749816894531,58.68178176879883,30.485000610351562,41.95750045776367,41.60749816894531,64.2699966430664,30.610000610351562,42.19200134277344,41.900001525878906,64.54000091552734,30.399999618530273,41.650001525878906,41.35049819946289,63.54999923706055,30.417499542236328,41.7765007019043,41.890499114990234,64.12000274658203,105350400,71726000,59478000,43554600,0.0004920912276331624,0.00926507657201947,-0.004212248844959299,0.0031439832513029398,0.0021722255514990685,1.0619825774790683,10619825.774790684
2017-01-27,28.373146057128906,41.78850173950195,41.16550064086914,60.06047821044922,30.487499237060547,41.78850173950195,41.16550064086914,65.77999877929688,30.587499618530273,41.98500061035156,42.09749984741211,65.91000366210938,30.399999618530273,41.47200012207031,41.02199935913086,64.88999938964844,30.53499984741211,41.95000076293945,41.73550033569336,65.38999938964844,82251600,59974000,59316000,44818000,8.215414349321826e-05,0.02349445432796049,-0.01062302583734931,-0.004027854767751027,0.002231431966588343,1.064352319350415,10643523.19350415
2017-01-30,28.298688888549805,41.51900100708008,40.11600112915039,59.467010498046875,30.407499313354492,41.51900100708008,40.11600112915039,65.12999725341797,30.407499313354492,41.67499923706055,40.79199981689453,65.79000091552734,30.165000915527344,40.819000244140625,39.9900016784668,64.80000305175781,30.232500076293945,41.650001525878906,40.733001708984375,65.69000244140625,121510000,74946000,64932000,31651400,-0.0026242126420941148,-0.009881168616787561,-0.025494637387618813,-0.0064491599651470555,-0.011112294652911886,1.052524922763283,10525249.22763283
2017-01-31,28.23354721069336,41.17399978637695,39.839500427246094,59.02873992919922,30.337499618530273,41.17399978637695,39.839500427246094,64.6500015258789,30.34749984741211,41.3494987487793,40.0625,65.1500015258789,30.155000686645508,40.97800064086914,39.5260009765625,64.26000213623047,30.287500381469727,41.1875,39.84299850463867,64.86000061035156,196804000,62744000,43212000,25270500,-0.0023019327189678362,-0.007369978163977997,-0.006892529018885152,-0.008309477885662386,-0.006218479446873343,1.0459798181637574,10459798.181637574
2017-02-01,29.95524787902832,41.61750030517578,39.784751892089844,58.05177688598633,32.1875,41.61750030517578,39.784751892089844,63.58000183105469,32.622501373291016,41.68899917602539,40.05950164794922,64.62000274658203,31.752500534057617,41.24700164794922,39.55950164794922,63.470001220703125,31.75749969482422,41.46049880981445,39.98400115966797,64.36000061035156,447940000,77004000,40594000,39671500,0.060980671521248864,-0.01655063354536601,-0.0013742274518785402,0.010771373223389613,0.013456795936848481,1.0600553551308491,10600553.551308492
2017-02-02,29.90406608581543,41.997501373291016,39.92649841308594,57.67742156982422,32.13249969482422,41.997501373291016,39.92649841308594,63.16999816894531,32.34749984741211,42.1245002746582,40.1349983215332,63.40999984741211,31.94499969482422,41.41299819946289,39.599998474121094,62.75,31.9950008392334,41.829498291015625,39.689998626708984,63.25,134841600,147010000,30642000,45827000,-0.0017086085690087849,-0.00644864526536959,0.003562835364175676,0.009130799911785559,0.001134095360395715,1.0612575589908657,10612575.589908658
2017-02-03,30.032028198242188,40.5099983215332,40.074501037597656,58.14308166503906,32.27000045776367,40.5099983215332,40.074501037597656,63.68000030517578,32.29750061035156,40.915000915527344,40.29999923706055,63.70000076293945,32.040000915527344,40.20000076293945,40.01850128173828,63.06999969482422,32.07749938964844,40.33599853515625,40.14950180053711,63.5,98029200,217376000,29268000,30301800,0.0042790874010092406,0.008073524830702006,0.0037068771466122197,-0.03541884643413129,-0.004839839263951956,1.056121242987696,10561212.42987696
2017-02-06,30.313541412353516,40.38199996948242,40.06700134277344,58.10655975341797,32.5724983215332,40.38199996948242,40.06700134277344,63.63999938964844,32.625,40.5359992980957,40.083499908447266,63.650001525878906,32.224998474121094,40.150001525878906,39.76250076293945,63.13999938964844,32.282501220703125,40.4900016784668,39.98500061035156,63.5,107383600,77946000,23690000,19796400,0.009373766308857112,-0.000628138560516911,-0.0001871438104040779,-0.003159673101806648,0.0013497027090323688,1.0575466926904231,10575466.926904231
2017-02-07,30.602039337158203,40.625,40.3484992980957,57.914817810058594,32.88249969482422,40.625,40.3484992980957,63.43000030517578,33.022499084472656,40.80799865722656,40.525001525878906,63.779998779296875,32.61249923706055,40.375,40.0890007019043,63.22999954223633,32.6349983215332,40.46549987792969,40.199501037597656,63.7400016784668,152735200,69322000,24824000,20277200,0.009517130343837499,-0.003299832999459129,0.007025680632150255,0.006017533324283564,0.004815127825203047,1.0626389151968483,10626389.151968483
2017-02-08,30.72071075439453,40.98550033569336,40.41899871826172,57.832645416259766,33.0099983215332,40.98550033569336,40.41899871826172,63.34000015258789,33.05500030517578,41.07400131225586,40.59199905395508,63.810001373291016,32.80500030517578,40.625,40.15950012207031,63.220001220703125,32.837501525878906,40.634498596191406,40.349998474121094,63.56999969482422,92016400,57160000,23106000,18096400,0.003877892447913922,-0.0014188492152099608,0.0017472625101906392,0.008873854417067228,0.0032700400399904572,1.066113786997594,10661137.869975941
2017-02-09,30.94269561767578,41.06800079345703,40.47800064086914,58.49003601074219,33.10499954223633,41.06800079345703,40.47800064086914,64.05999755859375,33.11249923706055,41.25,40.53300094604492,64.44000244140625,32.779998779296875,40.98550033569336,40.22700119018555,63.31999969482422,32.912498474121094,41.08000183105469,40.47549819946289,63.52000045776367,113399600,49698000,19794000,22644400,0.0072259025859124915,0.011367119552473381,0.0014597571557546374,0.0020129181561270304,0.005516424362566885,1.0719949230654562,10719949.230654562
2017-02-10,30.872594833374023,41.37300109863281,40.68349838256836,58.43526077270508,33.029998779296875,41.37300109863281,40.68349838256836,64.0,33.23500061035156,41.400001525878906,40.76250076293945,64.30000305175781,33.01250076293945,41.14250183105469,40.48899841308594,63.97999954223633,33.1150016784668,41.191001892089844,40.584999084472656,64.25,80262000,48592000,22700000,18170700,-0.0022655034702830923,-0.0009364883623435016,0.005076775988084092,0.007426714212598773,0.002325374592014068,1.0744877128223205,10744877.128223205
2017-02-13,31.145984649658203,41.826499938964844,40.96200180053711,59.09265899658203,33.3224983215332,41.826499938964844,40.96200180053711,64.72000122070312,33.45500183105469,42.150001525878906,41.047950744628906,64.86000061035156,33.1875,41.4275016784668,40.77450180053711,64.12999725341797,33.27000045776367,41.58100128173828,40.79999923706055,64.23999786376953,92141600,83452000,24266000,22920100,0.008855420730253583,0.011250026357100262,0.0068456113422163956,0.010961226604057517,0.00947807125840694,1.084671783930733,10846717.839307329
2017-02-14,31.55023956298828,41.81949996948242,41.022499084472656,59.3131217956543,33.755001068115234,41.81949996948242,41.022499084472656,64.56999969482422,33.772499084472656,41.91550064086914,41.150001525878906,64.72000122070312,33.3125,41.5724983215332,40.79999923706055,64.0199966430664,33.36750030517578,41.849998474121094,40.95000076293945,64.41000366210938,132904800,55848000,21094000,23108400,0.012979358908613348,0.0037307984243020176,0.0014769122913018684,-0.00016735728527694782,0.0045049280847350714,1.0895581523128823,10895581.523128822
2017-02-15,31.66472816467285,42.1349983215332,40.94900131225586,59.27637481689453,33.877498626708984,42.1349983215332,40.94900131225586,64.52999877929688,34.067501068115234,42.140499114990234,41.150001525878906,64.56999969482422,33.654998779296875,41.64099884033203,40.923500061035156,64.16000366210938,33.880001068115234,41.70000076293945,40.96799850463867,64.5,142492400,59378000,26272000,17005200,0.003628771231863448,-0.0006195421459413986,-0.001791645410618492,0.007544288006336997,0.0021904679204101385,1.091944794492945,10919447.94492945
2017-02-16,31.627351760864258,42.207000732421875,41.20800018310547,59.26718521118164,33.837501525878906,42.207000732421875,41.20800018310547,64.5199966430664,33.974998474121094,42.25,41.220001220703125,65.23999786376953,33.709999084472656,41.96900177001953,40.94900131225586,64.44000244140625,33.91749954223633,42.09199905395508,40.996498107910156,64.73999786376953,90338400,54294000,25752000,20546300,-0.0011803797466448662,-0.00015502981991188935,0.006324913002752286,0.0017088504510958114,0.0016745884718228354,1.0937733526576698,10937733.526576698
2017-02-17,31.713815689086914,42.253501892089844,41.403499603271484,59.359046936035156,33.93000030517578,42.253501892089844,41.403499603271484,64.62000274658203,33.95750045776367,42.36349868774414,41.403499603271484,64.69000244140625,33.775001525878906,42.0364990234375,41.08274841308594,64.30000305175781,33.775001525878906,42.099998474121094,41.1510009765625,64.47000122070312,88792800,62246000,32220000,21248800,0.002733833957278886,0.001549959299166792,0.004744210330453358,0.001101740442605026,0.0025324360073760155,1.0965432636798484,10965432.636798484
2017-02-21,31.942790985107422,42.821998596191406,41.58300018310547,59.2396354675293,34.17499923706055,42.821998596191406,41.58300018310547,64.48999786376953,34.1875,42.89899826049805,41.67250061035156,64.94999694824219,33.994998931884766,42.36249923706055,41.41749954223633,64.44999694824219,34.057498931884766,42.44200134277344,41.43299865722656,64.61000061035156,98028800,70154000,25246000,20655900,0.007220048771971133,-0.0020116810270646157,0.004335396320455098,0.013454428121802309,0.005749548046790981,1.1028478918597608,11028478.918597609
2017-02-22,32.03860855102539,42.78049850463867,41.53799819946289,59.12021255493164,34.27750015258789,42.78049850463867,41.53799819946289,64.36000061035156,34.279998779296875,42.92150115966797,41.662498474121094,64.38999938964844,34.02750015258789,42.60900115966797,41.43199920654297,64.05000305175781,34.10749816894531,42.84749984741211,41.43299865722656,64.33000183105469,83347600,52340000,19658000,19292700,0.0029996616752319127,-0.0020159292280438335,-0.0010822207018352792,-0.0009691301880624392,-0.0002669046106774098,1.1025535366725476,11025535.366725476
2017-02-23,31.903072357177734,42.609500885009766,41.56650161743164,59.359046936035156,34.13249969482422,42.609500885009766,41.56650161743164,64.62000274658203,34.369998931884766,43.042999267578125,41.62300109863281,64.7300033569336,34.07500076293945,42.400001525878906,41.14400100708008,64.19000244140625,34.345001220703125,42.878501892089844,41.50600051879883,64.41999816894531,83152800,69240000,29456000,20273100,-0.004230402004874789,0.004039809242593728,0.0006862010497443727,-0.003997092731641838,-0.0008753711110446316,1.1015883931581645,11015883.931581644
2017-02-24,31.933460235595703,42.262001037597656,41.43199920654297,59.359046936035156,34.165000915527344,42.262001037597656,41.43199920654297,64.62000274658203,34.165000915527344,42.29050064086914,41.45000076293945,64.80000305175781,33.81999969482422,41.88750076293945,41.209999084472656,64.13999938964844,33.977500915527344,42.234500885009766,41.38650131225586,64.52999877929688,87106400,73760000,27844000,21796800,0.0009525063316082605,0.0,-0.0032358366871140243,-0.008155454539350404,-0.002609696223714042,1.0987135820884524,10987135.820884524
2017-02-27,31.996545791625977,42.43199920654297,41.4640007019043,59.000797271728516,34.23249816894531,42.43199920654297,41.4640007019043,64.2300033569336,34.36000061035156,42.625,41.525001525878906,64.54000091552734,34.06999969482422,41.98350143432617,41.20000076293945,64.05000305175781,34.28499984741211,42.11899948120117,41.227500915527344,64.54000091552734,81029600,54272000,22030000,15871500,0.0019755314821772174,-0.006035300140392885,0.0007723859812267531,0.004022482721395049,0.0001837750111015335,1.0989154981891982,10989154.981891982
2017-02-28,32.01057052612305,42.25199890136719,41.160499572753906,58.771156311035156,34.247501373291016,42.25199890136719,41.160499572753906,63.97999954223633,34.36000061035156,42.704498291015625,41.426998138427734,64.19999694824219,34.17499923706055,42.102500915527344,41.0099983215332,63.7599983215332,34.27000045776367,42.5724983215332,41.28049850463867,64.08000183105469,93931600,55874000,45216000,23239800,0.0004383202670814601,-0.0038921670776032036,-0.007319629654946702,-0.004242088719402681,-0.0037538912962177817,1.094790288865267,10947902.88865267
2017-03-01,32.66484832763672,42.65399932861328,41.762001037597656,59.65300369262695,34.9474983215332,42.65399932861328,41.762001037597656,64.94000244140625,35.037498474121094,42.74150085449219,41.81275177001953,64.98999786376953,34.400001525878906,42.45050048828125,41.362998962402344,64.0199966430664,34.47249984741211,42.65250015258789,41.442501068115234,64.12999725341797,145658400,55202000,29930000,26937500,0.02043942956217326,0.015004764870113929,0.014613560843219409,0.009514352875576781,0.014893027037770845,1.1110950302380265,11110950.302380264
2017-03-02,32.47090148925781,42.445499420166016,41.53150177001953,58.79871368408203,34.7400016784668,42.445499420166016,41.53150177001953,64.01000213623047,35.06999969482422,42.74100112915039,41.72549819946289,64.75,34.689998626708984,42.36399841308594,41.481998443603516,63.880001068115234,35.0,42.65399932861328,41.692501068115234,64.69000244140625,104844000,42642000,18850000,24539600,-0.005937478614122749,-0.01432098898065226,-0.0055193540024724985,-0.00488816785598345,-0.007666497363307739,1.1025768231183224,11025768.231183223
2017-03-03,32.66250991821289,42.49399948120117,41.45399856567383,59.0191650390625,34.94499969482422,42.49399948120117,41.45399856567383,64.25,34.95750045776367,42.5994987487793,41.56800079345703,64.27999877929688,34.647499084472656,42.313499450683594,41.28755187988281,63.619998931884766,34.69499969482422,42.36000061035156,41.52799987792969,63.9900016784668,84432400,38822000,17928000,18135900,0.005900927296966785,0.003749254722899664,-0.0018661305525351501,0.001142643194159465,0.002231673665372691,1.1050374147785258,11050374.147785258
2017-03-06,32.559688568115234,42.330501556396484,41.388999938964844,59.03754806518555,34.834999084472656,42.330501556396484,41.388999938964844,64.2699966430664,34.942501068115234,42.42449951171875,41.444000244140625,64.55999755859375,34.650001525878906,42.055999755859375,41.119998931884766,63.810001373291016,34.842498779296875,42.26150131225586,41.34749984741211,63.970001220703125,87000000,52208000,22180000,18750300,-0.003147992923848264,0.00031147553698662733,-0.0015679700139422659,-0.003847553226356548,-0.0020630101567901127,1.1027577113682046,11027577.113682045
2017-03-07,32.60176086425781,42.30099868774414,41.59550094604492,59.156959533691406,34.880001068115234,42.30099868774414,41.59550094604492,64.4000015258789,34.994998931884766,42.42300033569336,41.670501708984375,64.77999877929688,34.6974983215332,42.1875,41.32600021362305,64.19000244140625,34.76499938964844,42.27399826049805,41.369998931884766,64.19000244140625,69785200,44952000,20752000,18521000,0.0012921590467476207,0.002022635973533582,0.004989272690439472,-0.0006969647787669064,0.0019017757329884422,1.1048549092230504,11048549.092230504
2017-03-08,32.480247497558594,42.525001525878906,41.76850128173828,59.69893264770508,34.75,42.525001525878906,41.76850128173828,64.98999786376953,34.95000076293945,42.653499603271484,41.907501220703125,65.08000183105469,34.70500183105469,42.339500427246094,41.589500427246094,64.25,34.73749923706055,42.400001525878906,41.675498962402344,64.26000213623047,74828800,45730000,19796000,21510900,-0.0037272025644613516,0.009161612061975744,0.004159111725034137,0.005295450345943475,0.003722242892123001,1.1089674475557332,11089674.475557331
2017-03-09,32.40547561645508,42.650001525878906,41.933998107910156,59.4600944519043,34.66999816894531,42.650001525878906,41.933998107910156,64.7300033569336,34.6974983215332,42.81999969482422,42.099998474121094,65.19999694824219,34.26250076293945,42.515499114990234,41.71049880981445,64.4800033569336,34.685001373291016,42.54999923706055,41.79999923706055,65.19000244140625,88623600,40964000,25230000,19846800,-0.0023020723936643117,-0.0040007113227670255,0.003962239991699867,0.002939447278418772,0.00014972588842182555,1.1091334886920492,11091334.886920491
2017-03-10,32.51295471191406,42.62300109863281,42.162498474121094,59.6438102722168,34.78499984741211,42.62300109863281,42.162498474121094,64.93000030517578,34.84000015258789,42.86750030517578,42.24549865722656,65.26000213623047,34.65999984741211,42.58599853515625,41.974998474121094,64.75,34.8125,42.849998474121094,42.16400146484375,65.11000061035156,78451200,48728000,34080000,19538200,0.003316695509459233,0.0030897330723398397,0.005449047944890095,-0.0006330697838242694,0.0028056016857162247,1.112245275477608,11122452.75477608
2017-03-13,32.5269889831543,42.72949981689453,42.277000427246094,59.44171905517578,34.79999923706055,42.72949981689453,42.277000427246094,64.70999908447266,34.85749816894531,42.78450012207031,42.43424987792969,65.19000244140625,34.70500183105469,42.58549880981445,42.162498474121094,64.56999969482422,34.712501525878906,42.5885009765625,42.20000076293945,65.01000213623047,69686800,38194000,24472000,20100000,0.00043165167129810555,-0.0033883015876863265,0.0027157297899524924,0.002498620827174447,0.0005644251751846796,1.1128730547120678,11128730.547120677
2017-03-14,32.47791290283203,42.62649917602539,42.28099822998047,59.166141510009766,34.747501373291016,42.62649917602539,42.28099822998047,64.41000366210938,34.912498474121094,42.6875,42.36199951171875,64.55000305175781,34.709999084472656,42.377498626708984,42.040000915527344,64.1500015258789,34.82500076293945,42.6775016784668,42.18199920654297,64.52999877929688,61236400,42612000,15598000,14280200,-0.0015087803038787984,-0.004636096491594022,9.456211874003806e-05,-0.002410527652102701,-0.0021152105822088707,1.1105190938500857,11105190.938500857
2017-03-15,32.821407318115234,42.64849853515625,42.36000061035156,59.47846984863281,35.1150016784668,42.64849853515625,42.36000061035156,64.75,35.1875,42.72249984741211,42.43149948120117,64.91999816894531,34.75749969482422,42.355499267578125,42.03850173950195,64.25,34.852500915527344,42.71649932861328,42.37950134277344,64.55000305175781,102767200,51244000,27630000,24833800,0.010576246580587645,0.005278835676147731,0.0018685079273996763,0.0005160958454508702,0.0045599215073964805,1.1155829737505074,11155829.737505075
2017-03-16,32.875152587890625,42.67100143432617,42.43899917602539,59.37742614746094,35.17250061035156,42.67100143432617,42.43899917602539,64.63999938964844,35.255001068115234,42.775001525878906,42.54249954223633,64.76000213623047,35.064998626708984,42.5255012512207,42.30649948120117,64.30000305175781,35.18000030517578,42.76499938964844,42.451499938964844,64.75,76928000,36846000,19552000,20674300,0.0016375065594986804,-0.0016988281882338585,0.0018649330626903105,0.0005276363750852386,0.0005828119522600927,1.116233148841347,11162331.48841347
2017-03-17,32.71158218383789,42.615501403808594,42.60599899291992,59.58869934082031,34.997501373291016,42.615501403808594,42.60599899291992,64.87000274658203,35.25,42.69150161743164,42.66999816894531,65.23999786376953,34.97249984741211,42.53200149536133,42.355499267578125,64.68000030517578,35.25,42.67449951171875,42.580501556396484,64.91000366210938,175540000,67688000,34246000,49219700,-0.004975502504982576,0.0035581399711515083,0.003935055494637352,-0.001300649824284017,0.0003042607841305667,1.116572774814486,11165727.74814486
2017-03-20,33.05507278442383,42.8484992980957,42.41999816894531,59.6438102722168,35.3650016784668,42.8484992980957,42.41999816894531,64.93000030517578,35.375,42.88999938964844,42.51100158691406,65.18000030517578,35.057498931884766,42.550498962402344,42.25749969482422,64.72000122070312,35.099998474121094,42.57550048828125,42.5004997253418,64.91000366210938,86168000,45654000,24630000,14598100,0.010500580456656916,0.0009248554173213464,-0.004365601754943382,0.005467444629579932,0.003131819687153703,1.1200696794127898,11200696.794127898
2017-03-21,32.676517486572266,42.15999984741211,41.52299880981445,58.982421875,34.959999084472656,42.15999984741211,41.52299880981445,64.20999908447266,35.70000076293945,43.13999938964844,42.67499923706055,65.5,34.932498931884766,42.06549835205078,41.45100021362305,64.12999725341797,35.52750015258789,42.94200134277344,42.56999969482422,65.19000244140625,158119600,87658000,49270000,26640500,-0.01145226030268931,-0.011088969571162455,-0.02114567180220983,-0.01606822787173301,-0.014938782386948651,1.1033372022138228,11033372.022138229
2017-03-22,33.04573440551758,42.40299987792969,41.47949981689453,59.73566818237305,35.35499954223633,42.40299987792969,41.47949981689453,65.02999877929688,35.400001525878906,42.46849822998047,41.77750015258789,65.13999938964844,34.939998626708984,41.95249938964844,41.35900115966797,64.12000274658203,34.962501525878906,42.02149963378906,41.59550094604492,64.12000274658203,103440800,53174000,28030000,20680000,0.011299151419579267,0.012770691392926858,-0.0010475879432301216,0.00576375786046146,0.007196503182434366,1.1112773719008529,11112773.719008528
